利潤率,記錄數,利潤 (bin),利潤,區域,國家/地區,城市,子類別,客戶名稱,折扣,數量,產品名稱,省/自治區,細分,製造商,訂單 Id,訂單日期,郵寄方式,郵寄日期,銷售額,類別
0.439941461,1,$444.00,$468.96,北亞,China,Shenyang,機器,Brad Norvell,0%,4,"Panasonic Printer, Wireless",Liaoning,公司,Panasonic,IN-2019-41786,2019/7/4,標準級,2019/7/8,"$1,066",技術
0.1,1,$0.00,$2.70,北亞,China,Shenyang,系固件,Brad Norvell,0%,2,"OIC Thumb Tacks, 12 Pack",Liaoning,公司,Other,IN-2019-41786,2019/7/4,標準級,2019/7/8,$27,辦公用品
0.169795693,1,$0.00,$36.90,北亞,China,Shenyang,用具,Brad Norvell,0%,2,"Deflect-O Frame, Erganomic",Liaoning,公司,Deflect,IN-2019-41786,2019/7/4,標準級,2019/7/8,$217,傢具
0.249973665,1,$777.00,$854.28,北亞,China,Shenyang,器具,Brad Norvell,0%,6,"KitchenAid Stove, Black",Liaoning,公司,KitchenAid,IN-2019-41786,2019/7/4,標準級,2019/7/8,"$3,417",辦公用品
-0.066919192,1,-$111.00,-$10.18,大洋洲,Australia,Melbourne,椅子,Michael Kennedy,10%,2,"Novimex Steel Folding Chair, Set of Two",Victoria,公司,Novimex,ID-2018-11462,2018/2/28,二級,2018/3/4,$152,傢具
0.042952923,1,$111.00,$140.82,東南亞,Indonesia,Palembang,書架,Julie Kriz,7%,8,"Safco Classic Bookcase, Mobile",Sumatera Selatan,總公司,Safco,IN-2019-39077,2019/7/19,標準級,2019/7/23,"$3,279",傢具
-0.233041557,1,-$111.00,-$50.89,東南亞,Indonesia,Palembang,椅子,Julie Kriz,27%,2,"Harbour Creations Rocking Chair, Adjustable",Sumatera Selatan,總公司,Harbour Creations,IN-2019-39077,2019/7/19,標準級,2019/7/23,$218,傢具
-0.144966250,1,-$111.00,-$7.85,東南亞,Indonesia,Palembang,電話,Julie Kriz,17%,1,"Samsung Office Telephone, with Caller ID",Sumatera Selatan,總公司,Samsung,IN-2019-39077,2019/7/19,標準級,2019/7/23,$54,技術
-0.646245208,1,-$111.00,-$5.16,東南亞,Indonesia,Palembang,標籤,Julie Kriz,47%,2,"Avery Round Labels, 5000 Label Set",Sumatera Selatan,總公司,Avery,IN-2019-39077,2019/7/19,標準級,2019/7/23,$8,辦公用品
0.442913988,1,$0.00,$26.05,大洋洲,Australia,Rockhampton,標籤,Maria Zettner,10%,6,"Smead Removable Labels, Adjustable",Queensland,總公司,Smead,IN-2017-59433,2017/3/8,一級,2017/3/11,$59,辦公用品
0.144239020,1,$0.00,$66.56,大洋洲,Australia,Rockhampton,椅子,Maria Zettner,10%,4,"Hon Rocking Chair, Black",Queensland,總公司,Hon,IN-2017-59433,2017/3/8,一級,2017/3/11,$461,傢具
-0.024270764,1,-$111.00,-$0.65,大洋洲,Australia,Rockhampton,美術,Maria Zettner,10%,2,"Stanley Highlighters, Easy-Erase",Queensland,總公司,Stanley,IN-2017-59433,2017/3/8,一級,2017/3/11,$27,辦公用品
0.111017975,1,$0.00,$100.13,大洋洲,Australia,Perth,椅子,Ricardo Emerson,10%,7,"Office Star Rocking Chair, Set of Two",Western Australia,消費者,Office Star,IN-2019-28388,2019/12/3,標準級,2019/12/9,$902,傢具
0.077655805,1,$0.00,$4.01,大洋洲,Australia,Perth,椅子,Ricardo Emerson,10%,1,"SAFCO Chairmat, Black",Western Australia,消費者,Safco,IN-2019-28388,2019/12/3,標準級,2019/12/9,$52,傢具
-0.691003297,1,-$111.00,-$22.01,東南亞,Philippines,Bacolod City,用品,Keith Herrera,45%,5,"Stiletto Ruler, Serrated",Negros Occidental,消費者,Stiletto,ID-2019-74238,2019/2/18,一級,2019/2/19,$32,辦公用品
0.197626419,1,$0.00,$9.19,東南亞,Philippines,Bacolod City,繫結器,Keith Herrera,15%,4,"Acco Binder Covers, Recycled",Negros Occidental,消費者,Acco,ID-2019-74238,2019/2/18,一級,2019/2/19,$47,辦公用品
-0.106666667,1,-$222.00,-$111.60,東南亞,Philippines,Bacolod City,椅子,Keith Herrera,25%,3,"Office Star Executive Leather Armchair, Adjustable",Negros Occidental,消費者,Office Star,ID-2019-74238,2019/2/18,一級,2019/2/19,"$1,046",傢具
0.328585961,1,$0.00,$8.24,東南亞,Philippines,Bacolod City,繫結器,Keith Herrera,15%,1,"Wilson Jones 3-Hole Punch, Durable",Negros Occidental,消費者,Wilson,ID-2019-74238,2019/2/18,一級,2019/2/19,$25,辦公用品
-0.563691211,1,-$222.00,-$123.33,東南亞,Philippines,Bacolod City,儲存具,Keith Herrera,45%,2,"Smead Lockers, Industrial",Negros Occidental,消費者,Smead,ID-2019-74238,2019/2/18,一級,2019/2/19,$219,辦公用品
-0.133416052,1,-$111.00,-$45.97,東南亞,Philippines,Bacolod City,椅子,Keith Herrera,25%,1,"Hon Executive Leather Armchair, Red",Negros Occidental,消費者,Hon,ID-2019-74238,2019/2/18,一級,2019/2/19,$345,傢具
-0.192127623,1,-$111.00,-$47.87,東南亞,Indonesia,Bandung,美術,Kelly Lampkin,27%,6,"BIC Canvas, Water Color",Jawa Barat,公司,BIC,ID-2017-46574,2017/1/21,二級,2017/1/26,$249,辦公用品
0.201807229,1,$0.00,$1.61,東南亞,Indonesia,Bandung,繫結器,Kelly Lampkin,17%,2,"Cardinal Hole Reinforcements, Clear",Jawa Barat,公司,Cardinal,ID-2017-46574,2017/1/21,二級,2017/1/26,$8,辦公用品
0.132441876,1,$0.00,$43.22,東南亞,Indonesia,Bandung,電話,Kelly Lampkin,17%,3,"Motorola Speaker Phone, Full Size",Jawa Barat,公司,Motorola,ID-2017-46574,2017/1/21,二級,2017/1/26,$326,技術
0.16,1,$0.00,$2.64,東南亞,Cambodia,Phnom Penh,標籤,Randy Bradley,0%,2,"Harbour Creations Removable Labels, Adjustable",Phnom Penh,消費者,Harbour Creations,IN-2017-19379,2017/4/11,一級,2017/4/14,$17,辦公用品
0.369979750,1,"$1,110.00","$1,183.95",北亞,China,Nanchong,複製器,Sam Zeldin,0%,9,"Sharp Wireless Fax, Digital",Sichuan,總公司,Sharp,IN-2016-62506,2016/11/10,二級,2016/11/12,"$3,200",技術
0.059892086,1,$0.00,$19.98,北亞,China,Xinzhou,複製器,Jessica Myrick,0%,2,"Sharp Fax and Copier, High-Speed",Shanxi,消費者,Sharp,IN-2018-29410,2018/5/2,標準級,2018/5/6,$334,技術
0.009756808,1,$0.00,$0.40,大洋洲,Australia,Newcastle,信封,Tom Stivers,10%,2,"Kraft Peel and Seal, Security-Tint",New South Wales,公司,Kraft,IN-2017-76093,2017/8/23,標準級,2017/8/27,$41,辦公用品
0.054569362,1,$0.00,$6.23,大洋洲,Australia,Newcastle,用具,Tom Stivers,10%,5,"Deflect-O Stacking Tray, Black",New South Wales,公司,Deflect,IN-2017-76093,2017/8/23,標準級,2017/8/27,$114,傢具
0.287375415,1,$0.00,$51.90,中亞,Pakistan,Peshawar,椅子,John Huston,20%,5,"Hon Bag Chairs, Red",Khyber Pakhtunkhwa,消費者,Hon,IN-2018-50536,2018/1/17,標準級,2018/1/21,$181,傢具
-0.283236994,1,-$111.00,-$6.61,中亞,Pakistan,Peshawar,系固件,John Huston,50%,3,"Stockwell Rubber Bands, 12 Pack",Khyber Pakhtunkhwa,消費者,Stockwell,IN-2018-50536,2018/1/17,標準級,2018/1/21,$23,辦公用品
-0.285834682,1,-$111.00,-$64.10,大洋洲,Australia,Melbourne,桌子,Sung Pak,30%,1,"Bevis Coffee Table, Adjustable Height",Victoria,公司,Bevis,ID-2019-50340,2019/11/7,標準級,2019/11/14,$224,傢具
0.288850769,1,$111.00,$118.21,大洋洲,Australia,Sydney,椅子,Greg Matthias,10%,1,"Hon Executive Leather Armchair, Adjustable",New South Wales,消費者,Hon,IN-2017-13359,2017/3/6,標準級,2017/3/10,$409,傢具
0.344245576,1,$0.00,$40.51,大洋洲,Australia,Sydney,電話,Greg Matthias,10%,2,"Apple Office Telephone, VoIP",New South Wales,消費者,Apple,IN-2017-13359,2017/3/6,標準級,2017/3/10,$118,技術
-0.414334994,1,-$444.00,-$408.62,北亞,China,Huaiyin,桌子,Randy Ferguson,30%,3,"Lesro Wood Table, Adjustable Height",Jiangsu,公司,Lesro,ID-2016-20604,2016/6/4,一級,2016/6/5,$986,傢具
0.248638838,1,$0.00,$12.33,北亞,China,Huaiyin,系固件,Randy Ferguson,0%,3,"Stockwell Rubber Bands, Bulk Pack",Jiangsu,公司,Stockwell,ID-2016-20604,2016/6/4,一級,2016/6/5,$50,辦公用品
0.259336100,1,$0.00,$22.50,北亞,China,Huaiyin,用品,Randy Ferguson,0%,3,"Elite Letter Opener, Easy Grip",Jiangsu,公司,Elite,ID-2016-20604,2016/6/4,一級,2016/6/5,$87,辦公用品
0.4,1,$444.00,$541.44,北亞,China,Huaiyin,書架,Randy Ferguson,0%,8,"Sauder 3-Shelf Cabinet, Mobile",Jiangsu,公司,Sauder,ID-2016-20604,2016/6/4,一級,2016/6/5,"$1,354",傢具
0.246126608,1,$0.00,$27.15,東南亞,Indonesia,Manado,用具,Janet Martin,27%,3,"Deflect-O Clock, Duo Pack",Sulawesi Utara,消費者,Deflect,IN-2018-36235,2018/9/18,標準級,2018/9/25,$110,傢具
0.499677627,1,$0.00,$69.75,中亞,India,New Delhi,配件,Shahid Collister,0%,3,"Logitech Numeric Keypad, USB",Delhi,消費者,Logitech,IN-2019-66510,2019/3/11,標準級,2019/3/16,$140,技術
0.110641793,1,$0.00,$5.66,大洋洲,Australia,Rockhampton,信封,Christine Abelman,10%,2,"Jiffy Manila Envelope, Security-Tint",Queensland,公司,Jiffy,IN-2019-70822,2019/4/10,一級,2019/4/13,$51,辦公用品
0.333333333,1,$0.00,$18.18,大洋洲,Australia,Newcastle,繫結器,Harry Greene,10%,2,"Cardinal 3-Hole Punch, Durable",New South Wales,消費者,Cardinal,IN-2017-45097,2017/9/14,標準級,2017/9/18,$55,辦公用品
0.099928203,1,$111.00,$165.35,大洋洲,Australia,Brisbane,椅子,Tom Boeckenhauer,10%,4,"Hon Executive Leather Armchair, Adjustable",Queensland,消費者,Hon,ID-2019-52580,2019/12/6,標準級,2019/12/12,"$1,655",傢具
0.232563763,1,$0.00,$29.43,東南亞,Myanmar (Burma),Yangon,椅子,Valerie Takahito,27%,3,"Hon Chairmat, Set of Two",Yangon,總公司,Hon,IN-2019-60105,2019/5/21,標準級,2019/5/26,$127,傢具
0.333333333,1,$0.00,$72.72,大洋洲,Australia,Whyalla,繫結器,Toby Gnade,10%,8,"Cardinal 3-Hole Punch, Durable",South Australia,消費者,Cardinal,IN-2018-61505,2018/8/11,標準級,2018/8/15,$218,辦公用品
0.331429931,1,$0.00,$12.54,大洋洲,Australia,Whyalla,系固件,Toby Gnade,10%,3,"Stockwell Paper Clips, Bulk Pack",South Australia,消費者,Stockwell,IN-2018-61505,2018/8/11,標準級,2018/8/15,$38,辦公用品
0.110796349,1,$0.00,$16.90,大洋洲,Australia,Mackay,椅子,Aaron Bergman,10%,2,"Novimex Steel Folding Chair, Adjustable",Queensland,消費者,Novimex,IN-2018-37803,2018/6/26,標準級,2018/6/30,$152,傢具
0.355495251,1,$111.00,$169.78,大洋洲,Australia,Mackay,電話,Aaron Bergman,10%,6,"Cisco Headset, with Caller ID",Queensland,消費者,Cisco,IN-2018-37803,2018/6/26,標準級,2018/6/30,$478,技術
0.288850769,1,$555.00,$591.05,大洋洲,Australia,Mackay,椅子,Aaron Bergman,10%,5,"Hon Executive Leather Armchair, Adjustable",Queensland,消費者,Hon,IN-2018-37803,2018/6/26,標準級,2018/6/30,"$2,046",傢具
0.221900860,1,$0.00,$49.72,大洋洲,Australia,Mackay,配件,Aaron Bergman,10%,3,"SanDisk Keyboard, Programmable",Queensland,消費者,SanDisk,IN-2018-37803,2018/6/26,標準級,2018/6/30,$224,技術
0.263888889,1,$0.00,$3.42,大洋洲,Australia,Mackay,繫結器,Aaron Bergman,10%,3,"Cardinal Hole Reinforcements, Clear",Queensland,消費者,Cardinal,IN-2018-37803,2018/6/26,標準級,2018/6/30,$13,辦公用品
0.388868825,1,$111.00,$174.44,大洋洲,Australia,Mackay,書架,Aaron Bergman,10%,3,"Sauder 3-Shelf Cabinet, Metal",Queensland,消費者,Sauder,IN-2018-37803,2018/6/26,標準級,2018/6/30,$449,傢具
0.165402124,1,$0.00,$14.72,大洋洲,Australia,Mackay,系固件,Aaron Bergman,10%,5,"OIC Clamps, Bulk Pack",Queensland,消費者,Other,IN-2018-37803,2018/6/26,標準級,2018/6/30,$89,辦公用品
-0.383517495,1,-$111.00,-$10.00,大洋洲,Australia,Canberra,配件,Luke Schmidt,40%,1,"Belkin Flash Drive, Programmable",Australian Capital Territory,公司,Belkin,ID-2019-57746,2019/5/9,一級,2019/5/11,$26,技術
-0.111111111,1,-$111.00,-$3.47,大洋洲,Australia,Sydney,信封,Denny Joy,10%,2,"GlobeWeis Business Envelopes, Set of 50",New South Wales,公司,GlobeWeis,ID-2018-66391,2018/2/3,當日,2018/2/3,$31,辦公用品
0.418949772,1,$0.00,$33.03,北亞,China,Taizhou,紙張,Jesus Ocampo,0%,3,"Xerox Note Cards, Recycled",Jiangsu,總公司,Xerox,IN-2019-31132,2019/10/21,標準級,2019/10/27,$79,辦公用品
0.188940092,1,$0.00,$17.22,北亞,China,Taizhou,繫結器,Jesus Ocampo,0%,7,"Wilson Jones Binder, Economy",Jiangsu,總公司,Wilson,IN-2019-31132,2019/10/21,標準級,2019/10/27,$91,辦公用品
-0.132902408,1,-$111.00,-$14.46,東南亞,Indonesia,Semarang,用品,Katherine Nockton,47%,5,"Elite Trimmer, Steel",Jawa Tengah,公司,Elite,ID-2016-23593,2016/10/27,標準級,2016/11/2,$109,辦公用品
0.150524388,1,$111.00,$132.96,東南亞,Indonesia,Semarang,複製器,Katherine Nockton,7%,3,"Canon Fax Machine, High-Speed",Jawa Tengah,公司,Canon,ID-2016-23593,2016/10/27,標準級,2016/11/2,$883,技術
0.04,1,$0.00,$64.44,中亞,India,Pune,機器,Laurel Beltran,0%,6,"Okidata Printer, Wireless",Maharashtra,總公司,Okidata,IN-2019-15662,2019/1/30,標準級,2019/2/4,"$1,611",技術
0.369872578,1,$0.00,$63.57,中亞,India,Bihar Sharif,書架,Muhammed MacIntyre,0%,1,"Dania Floating Shelf Set, Mobile",Bihar,公司,Dania,IN-2019-65334,2019/8/6,一級,2019/8/7,$172,傢具
-0.033775914,1,-$111.00,-$6.53,大洋洲,Australia,Toowoomba,配件,Fred Chung,10%,3,"Memorex Keyboard, USB",Queensland,公司,Memorex,ID-2018-53021,2018/8/10,標準級,2018/8/14,$193,技術
0.221424138,1,$0.00,$14.98,大洋洲,Australia,Toowoomba,用品,Fred Chung,10%,2,"Stiletto Box Cutter, Easy Grip",Queensland,公司,Stiletto,ID-2018-53021,2018/8/10,標準級,2018/8/14,$68,辦公用品
-0.000654022,1,-$111.00,-$0.04,東南亞,Philippines,Manila,系固件,Randy Ferguson,45%,6,"Stockwell Clamps, Assorted Sizes",Metro Manila,公司,Stockwell,ID-2016-30642,2016/5/31,二級,2016/6/4,$55,辦公用品
0.132917965,1,$0.00,$18.43,大洋洲,Australia,Whyalla,配件,Dorothy Wardle,10%,4,"Belkin Mouse, Erganomic",South Australia,公司,Belkin,IN-2016-67987,2016/6/3,一級,2016/6/5,$139,技術
0.312818557,1,$0.00,$53.14,東南亞,Indonesia,Medan,器具,Janet Molinari,17%,3,"Hoover Coffee Grinder, Black",Sumatera Utara,公司,Hoover,IN-2016-58950,2016/6/21,二級,2016/6/24,$170,辦公用品
0.009487666,1,$0.00,$0.60,北亞,China,Chongqing,繫結器,Magdelene Morse,0%,2,"Acco 3-Hole Punch, Durable",Chongqing,消費者,Acco,IN-2019-21934,2019/9/15,標準級,2019/9/22,$63,辦公用品
0.129938900,1,$111.00,$114.84,北亞,China,Suzhou,複製器,Pamela Coakley,0%,6,"Brother Ink, Laser",Gansu,公司,Brother,IN-2017-57298,2017/9/18,標準級,2017/9/24,$884,技術
0.037523850,1,$0.00,$1.59,東南亞,Indonesia,Tegal,用品,Jim Mitchum,47%,3,"Elite Letter Opener, High Speed",Jawa Tengah,公司,Elite,IN-2019-22536,2019/5/22,標準級,2019/5/27,$42,辦公用品
-0.475409836,1,-$111.00,-$11.48,東南亞,Philippines,Caloocan,系固件,Paul Lucas,45%,4,"Stockwell Thumb Tacks, Assorted Sizes",Metro Manila,總公司,Stockwell,ID-2016-42031,2016/5/3,標準級,2016/5/8,$24,辦公用品
0.189931350,1,$111.00,$144.42,北亞,China,Zhaoqing,複製器,Nick Radford,0%,2,"Hewlett Wireless Fax, Laser",Guangdong,消費者,Hewlett,IN-2017-63262,2017/10/19,二級,2017/10/22,$760,技術
0.136690647,1,$0.00,$1.54,大洋洲,Australia,Perth,標籤,Maribeth Yedwab,10%,3,"Novimex Round Labels, Adjustable",Western Australia,公司,Novimex,IN-2019-68204,2019/6/3,標準級,2019/6/9,$11,辦公用品
0.399664875,1,$0.00,$83.00,大洋洲,Australia,Perth,椅子,Maribeth Yedwab,10%,4,"Office Star Bag Chairs, Set of Two",Western Australia,公司,Office Star,IN-2019-68204,2019/6/3,標準級,2019/6/9,$208,傢具
0.155243508,1,$0.00,$50.15,大洋洲,Australia,Perth,電話,Maribeth Yedwab,10%,4,"Cisco Headset, Full Size",Western Australia,公司,Cisco,IN-2019-68204,2019/6/3,標準級,2019/6/9,$323,技術
0.388799899,1,$222.00,$222.82,大洋洲,Australia,Perth,複製器,Maribeth Yedwab,10%,2,"Canon Fax Machine, Laser",Western Australia,公司,Canon,IN-2019-68204,2019/6/3,標準級,2019/6/9,$573,技術
0.169590643,1,$0.00,$48.72,北亞,China,Chongqing,配件,Patrick Gardner,0%,7,"SanDisk Flash Drive, Programmable",Chongqing,消費者,SanDisk,IN-2019-43158,2019/4/5,二級,2019/4/10,$287,技術
0.409137056,1,$0.00,$48.36,中亞,India,Solapur,用品,Christopher Conant,0%,4,"Fiskars Letter Opener, Easy Grip",Maharashtra,消費者,Fiskars,IN-2019-70724,2019/6/5,二級,2019/6/7,$118,辦公用品
0.37,1,$444.00,$488.40,中亞,India,Solapur,複製器,Christopher Conant,0%,11,"Sharp Personal Copier, Laser",Maharashtra,消費者,Sharp,IN-2019-70724,2019/6/5,二級,2019/6/7,"$1,320",技術
0.039426523,1,$0.00,$1.32,中亞,India,Solapur,繫結器,Christopher Conant,0%,4,"Ibico Index Tab, Clear",Maharashtra,消費者,BIC,IN-2019-70724,2019/6/5,二級,2019/6/7,$33,辦公用品
0.319855160,1,$0.00,$79.50,北亞,China,Daqing,用品,John Grady,0%,5,"Stiletto Shears, Easy Grip",Heilongjiang,公司,Stiletto,IN-2018-35087,2018/8/17,二級,2018/8/21,$249,辦公用品
0.449981943,1,$222.00,$224.28,北亞,China,Daqing,書架,John Grady,0%,3,"Sauder 3-Shelf Cabinet, Metal",Heilongjiang,公司,Sauder,IN-2018-35087,2018/8/17,二級,2018/8/21,$498,傢具
0.149937961,1,$111.00,$206.64,北亞,China,Daqing,椅子,John Grady,0%,3,"Hon Executive Leather Armchair, Red",Heilongjiang,公司,Hon,IN-2018-35087,2018/8/17,二級,2018/8/21,"$1,378",傢具
0.387892377,1,$0.00,$5.19,北亞,China,Daqing,系固件,John Grady,0%,1,"Advantus Paper Clips, Metal",Heilongjiang,公司,Advantus,IN-2018-35087,2018/8/17,二級,2018/8/21,$13,辦公用品
0.029850746,1,$0.00,$0.36,北亞,China,Daqing,繫結器,John Grady,0%,2,"Wilson Jones Hole Reinforcements, Durable",Heilongjiang,公司,Wilson,IN-2018-35087,2018/8/17,二級,2018/8/21,$12,辦公用品
0.149969079,1,$111.00,$203.70,北亞,China,Daqing,書架,John Grady,0%,7,"Sauder Floating Shelf Set, Metal",Heilongjiang,公司,Sauder,IN-2018-35087,2018/8/17,二級,2018/8/21,"$1,358",傢具
0.389830508,1,$0.00,$63.48,北亞,China,Yichun,信封,Ricardo Emerson,0%,4,"Jiffy Mailers, with clear poly window",Jiangxi,消費者,Jiffy,IN-2019-50718,2019/5/6,一級,2019/5/7,$163,辦公用品
-0.116988177,1,-$111.00,-$6.77,大洋洲,Australia,Hobart,椅子,Max Engle,40%,2,"Novimex Bag Chairs, Set of Two",Tasmania,消費者,Novimex,IN-2019-73657,2019/1/12,標準級,2019/1/16,$58,傢具
0.049897229,1,$0.00,$8.45,大洋洲,Australia,Hobart,複製器,Max Engle,40%,2,"Brother Personal Copier, High-Speed",Tasmania,消費者,Brother,IN-2019-73657,2019/1/12,標準級,2019/1/16,$169,技術
-0.484067311,1,-$111.00,-$32.45,大洋洲,Australia,Hobart,紙張,Max Engle,40%,4,"Green Bar Message Books, 8.5 x 11",Tasmania,消費者,Green Bar,IN-2019-73657,2019/1/12,標準級,2019/1/16,$67,辦公用品
0.489609731,1,$111.00,$144.90,北亞,China,Loudi,椅子,Kean Takahito,0%,5,"Harbour Creations Bag Chairs, Black",Hunan,消費者,Harbour Creations,IN-2018-46966,2018/6/22,標準級,2018/6/28,$296,傢具
0.085972851,1,$0.00,$3.99,中亞,India,Raipur,標籤,Valerie Takahito,0%,7,"Harbour Creations File Folder Labels, Adjustable",Chhattisgarh,總公司,Harbour Creations,IN-2018-60049,2018/7/31,標準級,2018/8/4,$46,辦公用品
0.361358266,1,$777.00,$836.12,東南亞,Vietnam,Ho Chi Minh City,器具,Denny Joy,17%,9,"KitchenAid Microwave, Black",Ho Chí Minh City,公司,KitchenAid,IN-2016-46070,2016/3/22,標準級,2016/3/26,"$2,314",辦公用品
0.168831169,1,$0.00,$7.02,中亞,India,Jaipur,系固件,Tamara Manning,0%,3,"OIC Paper Clips, 12 Pack",Rajasthan,消費者,Other,IN-2017-23054,2017/9/16,二級,2017/9/18,$42,辦公用品
0.48,1,$0.00,$36.72,中亞,India,Jaipur,信封,Tamara Manning,0%,2,"Ames Mailers, Security-Tint",Rajasthan,消費者,Ames,IN-2017-23054,2017/9/16,二級,2017/9/18,$77,辦公用品
0.022198417,1,$0.00,$6.71,大洋洲,Australia,Brisbane,書架,Alice McCarthy,10%,2,"Sauder 3-Shelf Cabinet, Pine",Queensland,公司,Sauder,IN-2016-24062,2016/5/12,標準級,2016/5/19,$302,傢具
0.399417699,1,$0.00,$53.09,大洋洲,Australia,Brisbane,繫結器,Alice McCarthy,10%,3,"Cardinal Binding Machine, Clear",Queensland,公司,Cardinal,IN-2016-24062,2016/5/12,標準級,2016/5/19,$133,辦公用品
-0.266746822,1,-$222.00,-$139.77,大洋洲,Australia,Cairns,電話,Clay Cheatham,40%,5,"Motorola Audio Dock, Full Size",Queensland,消費者,Motorola,IN-2016-73629,2016/10/14,標準級,2016/10/18,$524,技術
-0.400106169,1,-$222.00,-$126.62,大洋洲,Australia,Cairns,複製器,Clay Cheatham,40%,2,"Brother Copy Machine, Color",Queensland,消費者,Brother,IN-2016-73629,2016/10/14,標準級,2016/10/18,$316,技術
0.459654179,1,$0.00,$76.56,北亞,China,Shantou,椅子,Alejandro Grove,0%,2,"SAFCO Steel Folding Chair, Black",Guangdong,消費者,Safco,IN-2017-35990,2017/1/13,標準級,2017/1/20,$167,傢具
0.229508197,1,$0.00,$8.82,北亞,China,Shantou,標籤,Alejandro Grove,0%,3,"Novimex Color Coded Labels, 5000 Label Set",Guangdong,消費者,Novimex,IN-2017-35990,2017/1/13,標準級,2017/1/20,$38,辦公用品
0.2,1,$333.00,$392.40,北亞,China,Shantou,書架,Alejandro Grove,0%,10,"Safco Floating Shelf Set, Metal",Guangdong,消費者,Safco,IN-2017-35990,2017/1/13,標準級,2017/1/20,"$1,962",傢具
0.279392338,1,$0.00,$12.69,北亞,China,Shantou,配件,Alejandro Grove,0%,1,"Memorex Numeric Keypad, Bluetooth",Guangdong,消費者,Memorex,IN-2017-35990,2017/1/13,標準級,2017/1/20,$45,技術
0.329805996,1,$0.00,$16.83,北亞,China,Shantou,美術,Alejandro Grove,0%,3,"Sanford Highlighters, Fluorescent",Guangdong,消費者,Sanford,IN-2017-35990,2017/1/13,標準級,2017/1/20,$51,辦公用品
0.489892100,1,$333.00,$355.50,北亞,China,Shantou,複製器,Mark Hamilton,0%,3,"HP Copy Machine, Color",Guangdong,消費者,HP,IN-2018-60378,2018/9/20,標準級,2018/9/24,$726,技術
0.066210046,1,$0.00,$28.71,大洋洲,Australia,Brisbane,用具,Philip Fox,10%,11,"Rubbermaid Door Stop, Black",Queensland,消費者,Rubbermaid,IN-2019-58306,2019/3/24,標準級,2019/3/29,$434,傢具
0.038543897,1,$0.00,$1.62,東南亞,Singapore,Singapore,繫結器,Paul Stevenson,0%,3,"Ibico Binder Covers, Recycled",Downtown Core,總公司,BIC,ID-2017-54743,2017/9/7,標準級,2017/9/11,$42,辦公用品
0.499914369,1,$222.00,$262.71,北亞,China,Jilin,機器,Skye Norling,0%,3,"Konica Card Printer, Wireless",Jilin,總公司,Konica,IN-2017-64872,2017/9/4,當日,2017/9/4,$526,技術
0.159362550,1,$0.00,$42.00,北亞,China,Jilin,信封,Skye Norling,0%,7,"Kraft Mailers, Set of 50",Jilin,總公司,Kraft,IN-2017-64872,2017/9/4,當日,2017/9/4,$264,辦公用品
0.039960887,1,$0.00,$110.34,東南亞,Malaysia,Kota Kinabalu,椅子,Chad McGuire,0%,6,"Novimex Executive Leather Armchair, Red",Sabah,消費者,Novimex,IN-2018-36564,2018/5/25,標準級,2018/5/29,"$2,761",傢具
0.221035983,1,$0.00,$40.25,大洋洲,Australia,Sydney,用具,Russell D'Ascenzo,10%,8,"Tenex Stacking Tray, Black",New South Wales,消費者,Tenex,IN-2016-40652,2016/5/1,一級,2016/5/4,$182,傢具
0.132955771,1,$0.00,$5.92,大洋洲,Australia,Sydney,椅子,Russell D'Ascenzo,10%,1,"SAFCO Bag Chairs, Red",New South Wales,消費者,Safco,IN-2016-40652,2016/5/1,一級,2016/5/4,$44,傢具
-0.775257924,1,-$111.00,-$20.02,東南亞,Thailand,Nakhon Ratchasima,美術,Bobby Trafton,47%,2,"Binney & Smith Markers, Easy-Erase",Nakhon Ratchasima,消費者,Binney,ID-2016-64704,2016/8/31,標準級,2016/9/5,$26,辦公用品
0.180461684,1,$0.00,$19.90,東南亞,Thailand,Bangkok,器具,Sam Zeldin,17%,2,"Cuisinart Blender, Black",Bangkok,總公司,Cuisinart,IN-2016-48506,2016/3/30,一級,2016/4/1,$110,辦公用品
0.489959839,1,$555.00,$585.60,中亞,India,Nagpur,複製器,Michael Stewart,0%,5,"Sharp Copy Machine, Laser",Maharashtra,公司,Sharp,IN-2018-74350,2018/8/17,二級,2018/8/19,"$1,195",技術
0.039164491,1,$0.00,$1.35,中亞,India,Nagpur,標籤,Michael Stewart,0%,3,"Smead Legal Exhibit Labels, 5000 Label Set",Maharashtra,公司,Smead,IN-2018-74350,2018/8/17,二級,2018/8/19,$34,辦公用品
0.358490566,1,$0.00,$15.96,中亞,Bangladesh,Dhaka,標籤,Shirley Jackson,0%,4,"Avery Removable Labels, 5000 Label Set",Dhaka,消費者,Avery,IN-2017-40561,2017/4/30,標準級,2017/5/4,$45,辦公用品
0.139492754,1,$0.00,$2.31,中亞,Bangladesh,Dhaka,儲存具,Shirley Jackson,0%,1,"Smead Folders, Wire Frame",Dhaka,消費者,Smead,IN-2017-40561,2017/4/30,標準級,2017/5/4,$17,辦公用品
0.150029816,1,$0.00,$10.72,東南亞,Thailand,Bangkok,用具,Dario Medina,27%,2,"Deflect-O Photo Frame, Durable",Bangkok,公司,Deflect,IN-2017-42094,2017/5/3,標準級,2017/5/9,$71,傢具
